domain,instance,solver,time(s),memory(kB),identified as unsolvable,status
sync-impossible,instance_1_4,model-converter,0.02,12404,true,okay,|
sync-impossible,instance_1_4,tck-covreach,,,false,okay,|
sync-impossible,instance_1_4,cert-conv,0.03,15004,false,1,Traceback (most recent call last):   File "<frozen runpy>", line 198, in _run_module_as_main   File "<frozen runpy>", line 88, in _run_code   File "/home/david/work/tchecker-experiments/convert_models/convert_certificate.py", line 265, in <module>     _, binary = convert_from_files(                 ~~~~~~~~~~~~~~~~~~^         certificate_file, renaming_file, is_buechi, compute_nums, is_imitator, ignore_vars, model_file)         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File "/home/david/work/tchecker-experiments/convert_models/convert_certificate.py", line 235, in convert_from_files     return convert_from_renaming_file(certificate, renaming_file, is_buechi, compute_nums, is_imitator, ignore_vars, model_file)   File "/home/david/work/tchecker-experiments/convert_models/convert_certificate.py", line 217, in convert_from_renaming_file     certificate = read_string(certificate, is_imitator)   File "/home/david/work/tchecker-experiments/convert_models/read_dot.py", line 452, in read_string     if re.match(start_re, lines[0]) is None:                           ~~~~~^^^ IndexError: list index out of range Command exited with non-zero status 1 |
sync-impossible,instance_1_4,muntac-cert-check,,,,file missing,No certificate to check. Expected: ./muntax-dir/sync-impossible/instance_1_4.cert
sync-impossible,instance_1_4,tamer-ctp,0.00,5544,false,1,ERROR: An error of type ParserError was thrown during the execution of TAMER. The reported error is: ParserError: syntax error at line 3 Command exited with non-zero status 1 |
sync-impossible,instance_1_4,tamer-ftp,0.00,5548,false,1,ERROR: An error of type ParserError was thrown during the execution of TAMER. The reported error is: ParserError: syntax error at line 3 Command exited with non-zero status 1 |
sync-impossible,instance_1_4,tamer-ctp-ground,0.37,10828,true,okay,No solution exists. |
sync-impossible,instance_1_4,tamer-ftp-ground,,,false,okay,|
sync-impossible,instance_1_4,tfd,0.05,15768,true,okay,Parsing... Contains quantified condition(s): True Instantiating... Starting instantiation [26 rules]... Finding invariants... Finding invariants... 14 initial candidates [0.000s CPU, 0.001s wall-clock] Checking invariant weight... [0.000s CPU, 0.000s wall-clock] Instantiating groups... Choosing groups... 14 uncovered facts (before using the results from the invariant synthesis) 14 uncovered facts Building translation key... Building STRIPS to SAS dictionary... Translating task... Processing axioms... Found 0 axioms that are always true and 0 that are always false constrained 7 conditions Writing output... Done! contains_quantified_conditions: 1 Building causal graph... The causal graph is not acyclic. 20 variables of 20 necessary 6 of 6 operators necessary. 2 of 2 Axiom_relational rules necessary. 0 of 0 Axiom_functional rules necessary. Building domain transition graphs... solveable in poly time 0 Building successor generator... all_operator_indices.size(): 6 Writing output... printing SG 20 done Planner Paramters: Anytime Search: Enabled Timeout if plan was found: 0 seconds (no timeout) Timeout while no plan was found: 0 seconds (no timeout) Greedy Search: Disabled Verbose: Enabled Lazy Heuristic Evaluation: Enabled Use caching in heuristic. Cyclic CG heuristic: Enabled Preferred Operators: Enabled Makespan heuristic: Disabled Preferred Operators: Disabled No Heuristic: Disabled Cg Heuristic Zero Cost Waiting Transitions: Enabled Cg Heuristic Fire Waiting Transitions Only If Local Problems Matches State: Disabled PrefOpsOrderedMode: Enabled with 1 goals PrefOpsCheapestMode: Enabled with 1 goals PrefOpsMostExpensiveMode: Disabled with 1000 goals PrefOpsRandMode: Disabled with 1000 goals PrefOpsConcurrentMode: Disabled Reset after solution was found: Enabled Reward only preferred operators queue: Disabled GValues by: Timestamp Queue management mode: Priority based Known by logical state only filtering: Disabled use_subgoals_to_break_makespan_ties: Disabled Reschedule plans: Enabled Epsilonize internally: Enabled Epsilonize externally: Disabled Keep original plans: Enabled Plan name: "/home/david/work/tchecker-experiments/plan-dir/sync-impossible/tfd_instance_1_4_plan.pddl" Plan monitor file: "" (no monitoring) Monitoring verify timestamps: Disabled Contains universal conditions: 1 Disabling rescheduling because of universal conditions in original task! Giving prior boost to open list 0 INIT Open list sizes (priorities): 0 (-5000), 0 (0), 0 (0), 0 (0), Initializing cyclic causal graph heuristic...done. Search Time: 0 sec. Expanded Nodes: 1 state(s). Rate: inf Nodes/s (over 0.0s) inf Nodes/s (total average) Generated Nodes: 0 state(s). Rate: -nan Nodes/s (over 0.0s) -nan Nodes/s (total average) Overall branching factor by list sizes: 0 Averaged overall branching factor: Mean 0.00 Std: 0.00 (Num: 0) Branching factors by open list: OpenList sizes: 0 0 0 0 Heuristic Computations (per heuristic): 1 Total: 1 Number of cache hits in heuristic (per heuristic): 0 Total: 0 Best heuristic values of queues: [0: -1] [1: -1] [2: -1] [3: -1] Completely explored state space -- no solution! Search time: 0 seconds - Walltime: 4.29153e-05 seconds Total time: 0 seconds - Walltime: 0.000266075 seconds ('translate/translate.py', '/home/david/work/tchecker-experiments/pddl-domains/sync-impossible/domain.pddl', '/home/david/work/tchecker-experiments/pddl-domains/sync-impossible/instances/instance_1_4.pddl') {} ('preprocess/preprocess',) {'stdin': <_io.TextIOWrapper name='output.sas' mode='r' encoding='UTF-8'>} ('search/search', 'y+Y+a+e+r+O+1+C+1+b', 'p', '/home/david/work/tchecker-experiments/plan-dir/sync-impossible/tfd_instance_1_4_plan.pddl') {'stdin': <_io.TextIOWrapper name='output' mode='r' encoding='UTF-8'>} Traceback (most recent call last): File "/home/david/work/tchecker-experiments/./sources/tfd/downward/tfd", line 44, in <module> main(domain, problem, result_name, config) ~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File "/home/david/work/tchecker-experiments/./sources/tfd/downward/tfd", line 25, in main run("search/search", config, "p", result_name, input="output") ~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File "/home/david/work/tchecker-experiments/./sources/tfd/downward/tfd", line 20, in run subprocess.check_call(sum([arg.split("+") for arg in args],[]), **redirections) ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File "/usr/lib/python3.13/subprocess.py", line 419, in check_call raise CalledProcessError(retcode, cmd) subprocess.CalledProcessError: Command '['search/search', 'y', 'Y', 'a', 'e', 'r', 'O', '1', 'C', '1', 'b', 'p', '/home/david/work/tchecker-experiments/plan-dir/sync-impossible/tfd_instance_1_4_plan.pddl']' returned non-zero exit status 1. |
sync-impossible,instance_1_4,optic,,,false,okay,|
sync-impossible,instance_1_4,popf3-ground,,,false,okay,|
sync-impossible,instance_1_4,nextflap,0.06,5348,true,okay,;Parsing time: 0 ;Preprocessing time: 0 terminate called after throwing an instance of 'PlannerException' what(): Goals not reached |
sync-impossible,instance_1_4,tck-aLU,1.72,36448,true,okay,COVERED_STATES 102948 MEMORY_MAX_RSS 35168 REACHABLE false RUNNING_TIME_SECONDS 1.55296 STORED_STATES 12494 VISITED_STATES 48004 VISITED_TRANSITIONS 115441 |
sync-impossible,instance_1_4,nuxmv,0.00,32876,false,okay,*** This is nuXmv 2.1.0 (compiled on Fri Nov 29 13:41:31 2024) *** Copyright (c) 2014-2024, Fondazione Bruno Kessler *** For more information on nuXmv see https://nuxmv.fbk.eu *** or email to <nuxmv@fbk.eu>. *** Please report bugs at Please report bugs to <nusmv-users@fbk.eu> *** (click on "Login Anonymously" to access) *** Alternatively write to <nuxmv@fbk.eu>.  *** This version of nuXmv is linked to NuSMV 2.7.0. *** For more information on NuSMV see <http://nusmv.fbk.eu> *** or email to <nusmv-users@fbk.eu>. *** Copyright (C) 2010-2024, Fondazione Bruno Kessler  *** This version of nuXmv is linked to the CUDD library version 2.4.1 *** Copyright (c) 1995-2004, Regents of the University of Colorado  *** This version of nuXmv is linked to the MiniSat SAT solver.  *** See http://minisat.se/MiniSat.html *** Copyright (c) 2003-2006, Niklas Een, Niklas Sorensson *** Copyright (c) 2007-2010, Niklas Sorensson  *** This version of nuXmv is linked to MathSAT *** Copyright (C) 2009-2019 by Fondazione Bruno Kessler *** Copyright (C) 2009-2019 by University of Trento and others *** See http://mathsat.fbk.eu  nuXmv >  file ./nuxmv-dir/sync-impossible/instance_1_4.smv: line 1: cannot open input file ./nuxmv-dir/sync-impossible/instance_1_4.smv nuXmv >  Use "quit" to leave NuSMV. nuXmv >  Use "quit" to leave NuSMV. nuXmv >  Use "quit" to leave NuSMV. nuXmv >  Use "quit" to leave NuSMV. nuXmv >  Use "quit" to leave NuSMV. nuXmv > |
sync-impossible,instance_1_4,uppaal,0.00,8772,false,1,Error opening './uppaal-dir/sync-impossible/instance_1_4.ta': No such file or directory Command exited with non-zero status 1 |
sync-impossible,instance_1_4,nuxmv-ground,,,false,okay,*** This is nuXmv 2.1.0 (compiled on Fri Nov 29 13:41:31 2024) *** Copyright (c) 2014-2024, Fondazione Bruno Kessler *** For more information on nuXmv see https://nuxmv.fbk.eu *** or email to <nuxmv@fbk.eu>. *** Please report bugs at Please report bugs to <nusmv-users@fbk.eu> *** (click on "Login Anonymously" to access) *** Alternatively write to <nuxmv@fbk.eu>.  *** This version of nuXmv is linked to NuSMV 2.7.0. *** For more information on NuSMV see <http://nusmv.fbk.eu> *** or email to <nusmv-users@fbk.eu>. *** Copyright (C) 2010-2024, Fondazione Bruno Kessler  *** This version of nuXmv is linked to the CUDD library version 2.4.1 *** Copyright (c) 1995-2004, Regents of the University of Colorado  *** This version of nuXmv is linked to the MiniSat SAT solver.  *** See http://minisat.se/MiniSat.html *** Copyright (c) 2003-2006, Niklas Een, Niklas Sorensson *** Copyright (c) 2007-2010, Niklas Sorensson  *** This version of nuXmv is linked to MathSAT *** Copyright (C) 2009-2019 by Fondazione Bruno Kessler *** Copyright (C) 2009-2019 by University of Trento and others *** See http://mathsat.fbk.eu  nuXmv > -- no proof or counterexample found with bound 0 -- no proof or counterexample found with bound 1 -- no proof or counterexample found with bound 2 -- no proof or counterexample found with bound 3 -- no proof or counterexample found with bound 4 -- no proof or counterexample found with bound 5 -- no proof or counterexample found with bound 6 -- no proof or counterexample found with bound 7 |
sync-impossible,instance_1_4,uppaal-ground,,,false,okay,Options for the verification:   Generating some trace   Search order is breadth first   Using conservative space optimisation   Seed is 1768744638   State space representation uses minimal constraint systems with future testing   Using HashMap + Compress integers for discrete state storage [2K Verifying formula 1 at ./uppaal-dir/sync-impossible/instance_1_4.q:1  -- Throughput: 309267 states/sec, Load: 873 states[K|
sync-impossible,instance_1_5,grounder,0.00,5408,true,okay,One way facts... Semaphore Facts... Envelope Facts... (pa r0) is an envelope fact One-shot actions... Integral variables... Variable bounds... Static numeric conditions... Duration bounds... TIL time window analysis... Bounding action timestamps due to time windows... Dominance constraints (excluding processes and events)... Damaging events... Dominance constraints (including processes and events)... Variable monotonicity... Max/min needed values for any single precondition... Irrelevant action pruning by backward reachability from goal... Uninterestingness criteria... Compression-safe actions... Compression-safe invariants... 71% of durative actions in this problem are compression safe -- Writing ground PDDL |
