domain,instance,solver,time(s),memory(kB),identified as unsolvable,status
driverlog,instance_2_2_3_1,tck-covreach,166.49,17022340,true,okay,
driverlog,instance_2_2_3_1-ground,TAMER-ctp,0.02,6500,true,okay,
driverlog,instance_2_2_3_1-ground,nuXmv,152.13,2397856,true,okay,
driverlog,instance_2_2_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_3_1-cert-conv,shell-script,114.18,10485696,true,okay,
driverlog,instance_2_2_3_1-muntac-cert-check,muntac,369.02,32396960,true,okay,
driverlog,instance_2_2_3_1,tfd,0.05,13780,true,okay,
driverlog,instance_2_2_3_1,OPTIC,0.00,11224,true,okay,
driverlog,instance_2_2_3_1-ground,POPF,0.00,10448,true,okay,
driverlog,instance_2_2_3_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_2_3_2,tck-covreach,,,false,out of memory,|
driverlog,instance_2_2_3_2-ground,TAMER-ctp,0.02,6952,true,okay,
driverlog,instance_2_2_3_2-ground,nuXmv,425.26,6586740,true,okay,
driverlog,instance_2_2_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_3_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_2_3_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_2_3_2.cert
driverlog,instance_2_2_3_2,tfd,0.06,14004,true,okay,
driverlog,instance_2_2_3_2,OPTIC,0.00,11284,true,okay,
driverlog,instance_2_2_3_2-ground,POPF,0.01,10956,true,okay,
driverlog,instance_2_2_3_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_2_3_3,tck-covreach,,,false,out of memory,|
driverlog,instance_2_2_3_3-ground,TAMER-ctp,0.04,8036,true,okay,
driverlog,instance_2_2_3_3-ground,nuXmv,105.56,1031988,true,okay,
driverlog,instance_2_2_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_3_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_2_3_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_2_3_3.cert
driverlog,instance_2_2_3_3,tfd,0.05,13800,true,okay,
driverlog,instance_2_2_3_3,OPTIC,0.01,11472,true,okay,
driverlog,instance_2_2_3_3-ground,POPF,0.00,11264,true,okay,
driverlog,instance_2_3_1_1,tck-aLUcovreach,1.24,882388,true,okay,
driverlog,instance_2_3_1_1,tck-covreach,1.00,881804,true,okay,
driverlog,instance_2_3_1_1-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_2_3_1_1-ground,nuXmv,9.96,227552,true,okay,
driverlog,instance_2_3_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_1_1-cert-conv,shell-script,0.09,17348,true,okay,
driverlog,instance_2_3_1_1-muntac-cert-check,muntac,0.30,151052,true,okay,
driverlog,instance_2_3_1_1,tfd,0.05,13780,true,okay,
driverlog,instance_2_3_1_1,OPTIC,0.00,10832,true,okay,
driverlog,instance_2_3_1_1-ground,POPF,0.00,10384,true,okay,
driverlog,instance_2_3_1_2,tck-aLUcovreach,15.66,9713768,true,okay,
driverlog,instance_2_3_1_2,tck-covreach,15.75,9714148,true,okay,
driverlog,instance_2_3_1_2-ground,TAMER-ctp,0.02,6500,true,okay,
driverlog,instance_2_3_1_2-ground,nuXmv,815.02,13169776,true,okay,
driverlog,instance_2_3_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_1_2-cert-conv,shell-script,0.32,28872,true,okay,
driverlog,instance_2_3_1_2-muntac-cert-check,muntac,0.94,307628,true,okay,
driverlog,instance_2_3_1_2,tfd,0.05,13780,true,okay,
driverlog,instance_2_3_1_2,OPTIC,0.00,10768,true,okay,
driverlog,instance_2_3_1_2-ground,POPF,0.00,10464,true,okay,
driverlog,instance_2_3_1_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_1_3,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_1_3-ground,TAMER-ctp,0.03,7780,true,okay,
driverlog,instance_2_3_1_3-ground,nuXmv,247.34,3002288,true,okay,
driverlog,instance_2_3_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_1_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_1_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_1_3.cert
driverlog,instance_2_3_1_3,tfd,0.05,13784,true,okay,
driverlog,instance_2_3_1_3,OPTIC,0.00,11084,true,okay,
driverlog,instance_2_3_1_3-ground,POPF,0.01,11152,true,okay,
driverlog,instance_2_3_2_1,tck-aLUcovreach,258.67,9713984,true,okay,
driverlog,instance_2_3_2_1,tck-covreach,375.47,9713668,true,okay,
driverlog,instance_2_3_2_1-ground,TAMER-ctp,0.01,6272,true,okay,
driverlog,instance_2_3_2_1-ground,nuXmv,93.12,1299680,true,okay,
driverlog,instance_2_3_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_2_1-cert-conv,shell-script,199.18,17511956,true,okay,
driverlog,instance_2_3_2_1-muntac-cert-check,muntac,552.33,32763096,true,okay,
driverlog,instance_2_3_2_1,tfd,0.05,14164,true,okay,
driverlog,instance_2_3_2_1,OPTIC,0.00,11316,true,okay,
driverlog,instance_2_3_2_1-ground,POPF,0.00,10640,true,okay,
driverlog,instance_2_3_2_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_2_2,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_2_2-ground,TAMER-ctp,0.02,7268,true,okay,
driverlog,instance_2_3_2_2-ground,nuXmv,226.80,3049344,true,okay,
driverlog,instance_2_3_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_2_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_2_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_2_2.cert
driverlog,instance_2_3_2_2,tfd,0.05,13596,true,okay,
driverlog,instance_2_3_2_2,OPTIC,0.00,10996,true,okay,
driverlog,instance_2_3_2_2-ground,POPF,0.00,10980,true,okay,
driverlog,instance_2_3_2_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_2_3,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_2_3-ground,TAMER-ctp,0.05,8548,true,okay,
driverlog,instance_2_3_2_3-ground,nuXmv,401.51,7536364,true,okay,
driverlog,instance_2_3_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_2_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_2_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_2_3.cert
driverlog,instance_2_3_2_3,tfd,0.05,13724,true,okay,
driverlog,instance_2_3_2_3,OPTIC,0.01,11576,true,okay,
driverlog,instance_2_3_2_3-ground,POPF,0.00,11124,true,okay,
driverlog,instance_2_3_3_1,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_3_1,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_3_1-ground,TAMER-ctp,0.04,7780,true,okay,
driverlog,instance_2_3_3_1-ground,nuXmv,323.80,5152712,true,okay,
driverlog,instance_2_3_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_3_1-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_3_1-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_3_1.cert
driverlog,instance_2_3_3_1,tfd,0.04,14104,true,okay,
driverlog,instance_2_3_3_1,OPTIC,0.00,11216,true,okay,
driverlog,instance_2_3_3_1-ground,POPF,0.01,11200,true,okay,
driverlog,instance_2_3_3_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_3_2,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_3_2-ground,TAMER-ctp,0.05,8576,true,okay,
driverlog,instance_2_3_3_2-ground,nuXmv,146.33,1488760,true,okay,
driverlog,instance_2_3_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_3_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_3_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_3_2.cert
driverlog,instance_2_3_3_2,tfd,0.05,13804,true,okay,
driverlog,instance_2_3_3_2,OPTIC,0.01,11604,true,okay,
driverlog,instance_2_3_3_2-ground,POPF,0.01,11124,true,okay,
driverlog,instance_2_3_3_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_3_3_3,tck-covreach,,,false,out of memory,|
driverlog,instance_2_3_3_3-ground,TAMER-ctp,0.08,10084,true,okay,
driverlog,instance_2_3_3_3-ground,nuXmv,,,false,out of time,|
driverlog,instance_2_3_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_3_3_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_3_3_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_3_3_3.cert
driverlog,instance_2_3_3_3,tfd,0.05,13564,true,okay,
driverlog,instance_2_3_3_3,OPTIC,0.00,11544,true,okay,
driverlog,instance_2_3_3_3-ground,POPF,0.01,11696,true,okay,
driverlog,instance_3_1_1_1,tck-aLUcovreach,0.06,62616,true,okay,
driverlog,instance_3_1_1_1,tck-covreach,0.06,62492,true,okay,
driverlog,instance_3_1_1_1-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_3_1_1_1-ground,nuXmv,0.36,67956,true,okay,
driverlog,instance_3_1_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_1_1-cert-conv,shell-script,0.03,13004,true,okay,
driverlog,instance_3_1_1_1-muntac-cert-check,muntac,0.08,51888,true,okay,
driverlog,instance_3_1_1_1,tfd,0.05,13288,true,okay,
driverlog,instance_3_1_1_1,OPTIC,0.00,10916,true,okay,
driverlog,instance_3_1_1_1-ground,POPF,0.00,10004,true,okay,
driverlog,instance_3_1_1_2,tck-aLUcovreach,0.64,555964,true,okay,
driverlog,instance_3_1_1_2,tck-covreach,0.69,555848,true,okay,
driverlog,instance_3_1_1_2-ground,TAMER-ctp,0.00,5248,true,okay,
driverlog,instance_3_1_1_2-ground,nuXmv,180.34,4539716,true,okay,
driverlog,instance_3_1_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_1_2-cert-conv,shell-script,0.06,15460,true,okay,
driverlog,instance_3_1_1_2-muntac-cert-check,muntac,0.20,117756,true,okay,
driverlog,instance_3_1_1_2,tfd,0.05,13652,true,okay,
driverlog,instance_3_1_1_2,OPTIC,0.00,10964,true,okay,
driverlog,instance_3_1_1_2-ground,POPF,0.00,10460,true,okay,
driverlog,instance_3_1_1_3,tck-aLUcovreach,6.53,4378644,true,okay,
driverlog,instance_3_1_1_3,tck-covreach,6.41,4378592,true,okay,
driverlog,instance_3_1_1_3-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_3_1_1_3-ground,nuXmv,4.19,125632,true,okay,
driverlog,instance_3_1_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_1_3-cert-conv,shell-script,0.15,19888,true,okay,
driverlog,instance_3_1_1_3-muntac-cert-check,muntac,0.52,205336,true,okay,
driverlog,instance_3_1_1_3,tfd,0.05,14036,true,okay,
driverlog,instance_3_1_1_3,OPTIC,0.00,11028,true,okay,
driverlog,instance_3_1_1_3-ground,POPF,0.00,10224,true,okay,
driverlog,instance_3_1_2_1,tck-aLUcovreach,0.76,555980,true,okay,
driverlog,instance_3_1_2_1,tck-covreach,0.82,555940,true,okay,
driverlog,instance_3_1_2_1-ground,TAMER-ctp,0.00,5220,true,okay,
driverlog,instance_3_1_2_1-ground,nuXmv,5.17,131192,true,okay,
driverlog,instance_3_1_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_2_1-cert-conv,shell-script,0.56,54528,true,okay,
driverlog,instance_3_1_2_1-muntac-cert-check,muntac,0.84,460992,true,okay,
driverlog,instance_3_1_2_1,tfd,0.05,13908,true,okay,
driverlog,instance_3_1_2_1,OPTIC,0.00,11008,true,okay,
driverlog,instance_3_1_2_1-ground,POPF,0.00,10436,true,okay,
driverlog,instance_3_1_2_2,tck-aLUcovreach,3.72,2320172,true,okay,
driverlog,instance_3_1_2_2,tck-covreach,3.64,2319980,true,okay,
driverlog,instance_3_1_2_2-ground,TAMER-ctp,0.01,5732,true,okay,
driverlog,instance_3_1_2_2-ground,nuXmv,28.91,434444,true,okay,
driverlog,instance_3_1_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_2_2-cert-conv,shell-script,0.61,62832,true,okay,
driverlog,instance_3_1_2_2-muntac-cert-check,muntac,1.30,642948,true,okay,
driverlog,instance_3_1_2_2,tfd,0.05,13848,true,okay,
driverlog,instance_3_1_2_2,OPTIC,0.00,11008,true,okay,
driverlog,instance_3_1_2_2-ground,POPF,0.00,10440,true,okay,
driverlog,instance_3_1_2_3,tck-aLUcovreach,17.84,10937528,true,okay,
driverlog,instance_3_1_2_3,tck-covreach,17.81,10937032,true,okay,
driverlog,instance_3_1_2_3-ground,TAMER-ctp,0.02,6500,true,okay,
driverlog,instance_3_1_2_3-ground,nuXmv,196.15,3316772,true,okay,
driverlog,instance_3_1_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_2_3-cert-conv,shell-script,0.84,78816,true,okay,
driverlog,instance_3_1_2_3-muntac-cert-check,muntac,2.23,870224,true,okay,
driverlog,instance_3_1_2_3,tfd,0.05,13464,true,okay,
driverlog,instance_3_1_2_3,OPTIC,0.00,11172,true,okay,
driverlog,instance_3_1_2_3-ground,POPF,0.00,10492,true,okay,
driverlog,instance_3_1_3_1,tck-aLUcovreach,7.89,4378868,true,okay,
driverlog,instance_3_1_3_1,tck-covreach,7.98,4378680,true,okay,
driverlog,instance_3_1_3_1-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_3_1_3_1-ground,nuXmv,2.12,101636,true,okay,
driverlog,instance_3_1_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_3_1-cert-conv,shell-script,3.78,339616,true,okay,
driverlog,instance_3_1_3_1-muntac-cert-check,muntac,9.02,3631828,true,okay,
driverlog,instance_3_1_3_1,tfd,0.05,13908,true,okay,
driverlog,instance_3_1_3_1,OPTIC,0.00,11204,true,okay,
driverlog,instance_3_1_3_1-ground,POPF,0.00,10612,true,okay,
driverlog,instance_3_1_3_2,tck-aLUcovreach,20.00,10937048,true,okay,
driverlog,instance_3_1_3_2,tck-covreach,20.18,10936704,true,okay,
driverlog,instance_3_1_3_2-ground,TAMER-ctp,0.02,6244,true,okay,
driverlog,instance_3_1_3_2-ground,nuXmv,,,false,out of time,|
driverlog,instance_3_1_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_3_2-cert-conv,shell-script,5.40,495544,true,okay,
driverlog,instance_3_1_3_2-muntac-cert-check,muntac,15.47,5688392,true,okay,
driverlog,instance_3_1_3_2,tfd,0.05,13844,true,okay,
driverlog,instance_3_1_3_2,OPTIC,0.00,10864,true,okay,
driverlog,instance_3_1_3_2-ground,POPF,0.00,10516,true,okay,
driverlog,instance_3_1_3_3,tck-aLUcovreach,62.56,33365900,true,okay,
driverlog,instance_3_1_3_3,tck-covreach,62.31,33365448,true,okay,
driverlog,instance_3_1_3_3-ground,TAMER-ctp,0.02,6744,true,okay,
driverlog,instance_3_1_3_3-ground,nuXmv,11.68,227536,true,okay,
driverlog,instance_3_1_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_1_3_3-cert-conv,shell-script,15.05,1420148,true,okay,
driverlog,instance_3_1_3_3-muntac-cert-check,muntac,52.66,17212024,true,okay,
driverlog,instance_3_1_3_3,tfd,0.05,13852,true,okay,
driverlog,instance_3_1_3_3,OPTIC,0.00,11264,true,okay,
driverlog,instance_3_1_3_3-ground,POPF,0.00,10984,true,okay,
driverlog,instance_3_2_1_1,tck-aLUcovreach,0.87,881960,true,okay,
driverlog,instance_3_2_1_1,tck-covreach,1.25,882160,true,okay,
driverlog,instance_3_2_1_1-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_3_2_1_1-ground,nuXmv,13.43,313148,true,okay,
driverlog,instance_3_2_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_2_1_1-cert-conv,shell-script,0.12,19848,true,okay,
driverlog,instance_3_2_1_1-muntac-cert-check,muntac,0.33,156064,true,okay,
driverlog,instance_3_2_1_1,tfd,0.05,13912,true,okay,
driverlog,instance_3_2_1_1,OPTIC,0.00,11024,true,okay,
driverlog,instance_3_2_1_1-ground,POPF,0.00,10340,true,okay,
driverlog,instance_3_2_1_2,tck-aLUcovreach,14.02,8595452,true,okay,
driverlog,instance_3_2_1_2,tck-covreach,13.89,8595296,true,okay,
driverlog,instance_3_2_1_2-ground,TAMER-ctp,0.01,5976,true,okay,
driverlog,instance_3_2_1_2-ground,nuXmv,270.93,4243856,true,okay,
driverlog,instance_3_2_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_2_1_2-cert-conv,shell-script,0.37,34384,true,okay,
driverlog,instance_3_2_1_2-muntac-cert-check,muntac,1.01,431224,true,okay,
driverlog,instance_3_2_1_2,tfd,0.04,13428,true,okay,
driverlog,instance_3_2_1_2,OPTIC,0.00,11256,true,okay,
driverlog,instance_3_2_1_2-ground,POPF,0.00,10736,true,okay,
driverlog,instance_3_2_1_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_2_1_3,tck-covreach,,,false,out of memory,|
driverlog,instance_3_2_1_3-ground,TAMER-ctp,0.03,7780,true,okay,
driverlog,instance_3_2_1_3-ground,nuXmv,478.46,7671612,true,okay,
driverlog,instance_3_2_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_2_1_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_2_1_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_2_1_3.cert
driverlog,instance_3_2_1_3,tfd,0.04,13472,true,okay,
driverlog,instance_3_2_1_3,OPTIC,0.00,11136,true,okay,
driverlog,instance_3_2_1_3-ground,POPF,0.01,11272,true,okay,
driverlog,instance_3_2_2_1,tck-aLUcovreach,30.16,8595364,true,okay,
driverlog,instance_3_2_2_1,tck-covreach,30.23,8595536,true,okay,
driverlog,instance_3_2_2_1-ground,TAMER-ctp,0.01,6244,true,okay,
driverlog,instance_3_2_2_1-ground,nuXmv,487.04,5496948,true,okay,
driverlog,instance_3_2_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_3_2_2_1-cert-conv,shell-script,24.09,2037448,true,okay,
driverlog,instance_3_2_2_1-muntac-cert-check,muntac,64.55,11891852,true,okay,
driverlog,instance_3_2_2_1,tfd,0.05,13532,true,okay,
driverlog,instance_3_2_2_1,OPTIC,0.00,11344,true,okay,
driverlog,instance_3_2_2_1-ground,POPF,0.01,10768,true,okay,
driverlog,instance_3_2_2_2,tck-aLUcovreach,168.05,36418096,true,okay,
driverlog,instance_3_2_2_2,tck-covreach,407.67,36417896,true,okay,
driverlog,instance_3_2_2_2-ground,TAMER-ctp,0.02,6744,true,okay,
driverlog,instance_3_2_2_2-ground,nuXmv,4.30,127584,true,okay,
driverlog,instance_3_2_2_2-ground,UPPAAL,590.13,634068,true,okay,
driverlog,instance_3_2_2_2-cert-conv,shell-script,849.99,47687748,true,okay,
driverlog,instance_3_2_2_2-muntac-cert-check,muntac,,,false,out of time,|
driverlog,instance_3_2_2_2,tfd,0.15,13628,true,okay,
driverlog,instance_3_2_2_2,OPTIC,0.00,11236,true,okay,
driverlog,instance_3_2_2_2-ground,POPF,0.00,10488,true,okay,
driverlog,instance_3_2_2_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_2_2_3,tck-covreach,,,false,out of memory,|
driverlog,instance_3_2_2_3-ground,TAMER-ctp,0.05,8020,true,okay,
driverlog,instance_3_2_2_3-ground,nuXmv,41.59,481956,true,okay,
driverlog,instance_3_2_2_3-ground,UPPAAL,667.20,384540,true,okay,
driverlog,instance_3_2_2_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_2_2_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_2_2_3.cert
driverlog,instance_3_2_2_3,tfd,0.05,14040,true,okay,
driverlog,instance_3_2_2_3,OPTIC,0.01,11580,true,okay,
driverlog,instance_3_2_2_3-ground,POPF,0.01,10976,true,okay,
driverlog,instance_3_2_3_1,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_2_3_1,tck-covreach,,,false,out of memory,|
driverlog,instance_3_2_3_1-ground,TAMER-ctp,0.03,7524,true,okay,
driverlog,instance_3_2_3_1-ground,nuXmv,56.23,675732,true,okay,
driverlog,instance_3_2_3_1-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_2_3_1-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_2_3_1-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_2_3_1.cert
driverlog,instance_3_2_3_1,tfd,0.05,13484,true,okay,
driverlog,instance_3_2_3_1,OPTIC,0.00,11436,true,okay,
driverlog,instance_3_2_3_1-ground,POPF,0.01,10908,true,okay,
driverlog,instance_3_2_3_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_2_3_2,tck-covreach,,,false,out of memory,|
driverlog,instance_3_2_3_2-ground,TAMER-ctp,0.04,8576,true,okay,
driverlog,instance_3_2_3_2-ground,nuXmv,390.78,7065480,true,okay,
driverlog,instance_3_2_3_2-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_2_3_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_2_3_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_2_3_2.cert
driverlog,instance_3_2_3_2,tfd,0.05,14172,true,okay,
driverlog,instance_3_2_3_2,OPTIC,0.01,11564,true,okay,
driverlog,instance_3_2_3_2-ground,POPF,0.01,10948,true,okay,
driverlog,instance_3_2_3_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_2_3_3,tck-covreach,,,false,out of memory,|
driverlog,instance_3_2_3_3-ground,TAMER-ctp,0.07,10024,true,okay,
driverlog,instance_3_2_3_3-ground,nuXmv,271.58,2675372,true,okay,
driverlog,instance_3_2_3_3-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_2_3_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_2_3_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_2_3_3.cert
driverlog,instance_3_2_3_3,tfd,0.05,13348,true,okay,
driverlog,instance_3_2_3_3,OPTIC,0.01,11496,true,okay,
driverlog,instance_3_2_3_3-ground,POPF,0.01,11248,true,okay,
driverlog,instance_3_3_1_1,tck-aLUcovreach,6.66,4378932,true,okay,
driverlog,instance_3_3_1_1,tck-covreach,6.66,4379108,true,okay,
driverlog,instance_3_3_1_1-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_3_3_1_1-ground,nuXmv,34.25,584132,true,okay,
driverlog,instance_3_3_1_1-ground,UPPAAL,0.26,26724,true,okay,
driverlog,instance_3_3_1_1-cert-conv,shell-script,0.44,44256,true,okay,
driverlog,instance_3_3_1_1-muntac-cert-check,muntac,1.13,509516,true,okay,
driverlog,instance_3_3_1_1,tfd,0.05,13856,true,okay,
driverlog,instance_3_3_1_1,OPTIC,0.00,11428,true,okay,
driverlog,instance_3_3_1_1-ground,POPF,0.00,10604,true,okay,
driverlog,instance_3_3_1_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_3_1_2,tck-covreach,,,false,out of memory,|
driverlog,instance_3_3_1_2-ground,TAMER-ctp,0.04,7524,true,okay,
driverlog,instance_3_3_1_2-ground,nuXmv,,,false,out of time,|
driverlog,instance_3_3_1_2-ground,UPPAAL,1.92,37140,true,okay,
driverlog,instance_3_3_1_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_3_1_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_3_1_2.cert
driverlog,instance_3_3_1_2,tfd,0.06,13920,true,okay,
driverlog,instance_3_3_1_2,OPTIC,0.00,11264,true,okay,
driverlog,instance_3_3_1_2-ground,POPF,0.01,11064,true,okay,
driverlog,instance_3_3_1_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_3_1_3,tck-covreach,,,false,out of memory,|
driverlog,instance_3_3_1_3-ground,TAMER-ctp,0.06,9572,true,okay,
driverlog,instance_3_3_1_3-ground,nuXmv,148.31,1603004,true,okay,
driverlog,instance_3_3_1_3-ground,UPPAAL,14.30,62020,true,okay,
driverlog,instance_3_3_1_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_3_1_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_3_1_3.cert
driverlog,instance_3_3_1_3,tfd,0.05,13796,true,okay,
driverlog,instance_3_3_1_3,OPTIC,0.01,11492,true,okay,
driverlog,instance_3_3_1_3-ground,POPF,0.01,10988,true,okay,
driverlog,instance_3_3_2_1,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_3_2_1,tck-covreach,,,false,out of memory,|
driverlog,instance_3_3_2_1-ground,TAMER-ctp,0.03,7268,true,okay,
driverlog,instance_3_3_2_1-ground,nuXmv,181.75,2306896,true,okay,
driverlog,instance_3_3_2_1-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_3_2_1-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_3_2_1-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_3_2_1.cert
driverlog,instance_3_3_2_1,tfd,0.05,14044,true,okay,
driverlog,instance_3_3_2_1,OPTIC,0.00,11312,true,okay,
driverlog,instance_3_3_2_1-ground,POPF,0.01,10632,true,okay,
driverlog,instance_3_3_2_2,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_3_2_2,tck-covreach,,,false,out of memory,|
driverlog,instance_3_3_2_2-ground,TAMER-ctp,0.05,8548,true,okay,
driverlog,instance_3_3_2_2-ground,nuXmv,348.48,4581288,true,okay,
driverlog,instance_3_3_2_2-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_3_2_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_3_3_2_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_3_3_2_2.cert
driverlog,instance_3_3_2_2,tfd,0.05,14028,true,okay,
driverlog,instance_3_3_2_2,OPTIC,0.01,11540,true,okay,
driverlog,instance_3_3_2_2-ground,POPF,0.00,11004,true,okay,
driverlog,instance_3_3_2_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_3_3_2_3,tck-covreach,,,false,out of memory,|
driverlog,instance_3_3_2_3-ground,TAMER-ctp,0.09,10604,true,okay,
driverlog,instance_3_3_2_3-ground,nuXmv,,,false,out of time,|
driverlog,instance_3_3_2_3-ground,UPPAAL,,,false,out of time,|
driverlog,instance_3_3_2_3-cert-conv,shell-script,,,true,out of memory,
