domain,instance,solver,time(s),memory(kB),identified as unsolvable,status
MatchCellar-impossible,instance_07,tck-aLUcovreach,,,false,out of time,|
MatchCellar-impossible,instance_07,tck-covreach,,,false,out of time,|
MatchCellar-impossible,instance_07-ground,nuXmv,,,false,out of time,|
MatchCellar-impossible,instance_07-ground,UPPAAL,,,false,out of time,|
MatchCellar-impossible,instance_07-cert-conv,shell-script,,,true,out of memory,
MatchCellar-impossible,instance_07-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/MatchCellar-impossible/instance_07.cert
MatchCellar-impossible,instance_07-ground,TAMER-ctp,,,false,out of memory,|
MatchCellar-impossible,instance_07-ground,TAMER-ftp,,,false,out of time,|
MatchCellar-impossible,instance_07,tfd,,,false,out of memory,|
MatchCellar-impossible,instance_07,OPTIC,,,false,134,|Number of literals: 19 Constructing lookup tables: [10%] [20%] [30%] [40%] [50%] [60%] [70%] [80%] [90%] [100%] [110%] Post filtering unreachable actions: [10%] [20%] [30%] [40%] [50%] [60%] [70%] [80%] [90%] [100%] [110%] Seeing if metric is defined in terms of task vars or a minimal value of makespan - Yes it is Recognised a monotonic-change-induced limit on -1.000*<special> - Must be >= the metric [01;31mLooking for achievers for goal index 0, fact (mended fuse0) with fID 9[00m (mend_fuse fuse0 match0) (mend_fuse fuse0 match1) (mend_fuse fuse0 match2) (mend_fuse fuse0 match3) [01;34mFor limits: literal goal index 0, fact (mended fuse0), could be achieved by operator (mend_fuse fuse0 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 1, fact (mended fuse1) with fID 10[00m (mend_fuse fuse1 match0) (mend_fuse fuse1 match1) (mend_fuse fuse1 match2) (mend_fuse fuse1 match3) [01;34mFor limits: literal goal index 1, fact (mended fuse1), could be achieved by operator (mend_fuse fuse1 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 2, fact (mended fuse2) with fID 11[00m (mend_fuse fuse2 match0) (mend_fuse fuse2 match1) (mend_fuse fuse2 match2) (mend_fuse fuse2 match3) [01;34mFor limits: literal goal index 2, fact (mended fuse2), could be achieved by operator (mend_fuse fuse2 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 3, fact (mended fuse3) with fID 12[00m (mend_fuse fuse3 match0) (mend_fuse fuse3 match1) (mend_fuse fuse3 match2) (mend_fuse fuse3 match3) [01;34mFor limits: literal goal index 3, fact (mended fuse3), could be achieved by operator (mend_fuse fuse3 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 4, fact (mended fuse4) with fID 13[00m (mend_fuse fuse4 match0) (mend_fuse fuse4 match1) (mend_fuse fuse4 match2) (mend_fuse fuse4 match3) [01;34mFor limits: literal goal index 4, fact (mended fuse4), could be achieved by operator (mend_fuse fuse4 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 5, fact (mended fuse5) with fID 14[00m (mend_fuse fuse5 match0) (mend_fuse fuse5 match1) (mend_fuse fuse5 match2) (mend_fuse fuse5 match3) [01;34mFor limits: literal goal index 5, fact (mended fuse5), could be achieved by operator (mend_fuse fuse5 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 6, fact (mended fuse6) with fID 15[00m (mend_fuse fuse6 match0) (mend_fuse fuse6 match1) (mend_fuse fuse6 match2) (mend_fuse fuse6 match3) [01;34mFor limits: literal goal index 6, fact (mended fuse6), could be achieved by operator (mend_fuse fuse6 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 7, fact (mended fuse7) with fID 16[00m (mend_fuse fuse7 match0) (mend_fuse fuse7 match1) (mend_fuse fuse7 match2) (mend_fuse fuse7 match3) [01;34mFor limits: literal goal index 7, fact (mended fuse7), could be achieved by operator (mend_fuse fuse7 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 8, fact (mended fuse8) with fID 17[00m (mend_fuse fuse8 match0) (mend_fuse fuse8 match1) (mend_fuse fuse8 match2) (mend_fuse fuse8 match3) [01;34mFor limits: literal goal index 8, fact (mended fuse8), could be achieved by operator (mend_fuse fuse8 match0), which has other interesting effects (including one on (handfree) )[00m [01;31mLooking for achievers for goal index 9, fact (mended fuse9) with fID 18[00m (mend_fuse fuse9 match0) (mend_fuse fuse9 match1) (mend_fuse fuse9 match2) (mend_fuse fuse9 match3) [01;34mFor limits: literal goal index 9, fact (mended fuse9), could be achieved by operator (mend_fuse fuse9 match0), which has other interesting effects (including one on (handfree) )[00m 90% of the ground temporal actions in this problem are compression-safe Initial heuristic = 12.000, admissible cost estimate 2.002 b (11.000 | 5.000)b (10.000 | 5.000)b (9.000 | 5.000) Resorting to best-first search Running WA* with W = 5.000, not restarting with goal states b (10.000 | 4.999)b (9.000 | 5.000)b (8.000 | 6.003)b (7.000 | 8.004)b (6.000 | 10.005)b (5.000 | 12.006)b (4.000 | 14.007)b (3.000 | 16.008)terminate called after throwing an instance of 'std::bad_alloc' what(): std::bad_alloc
Command exited with non-zero status 134
%%%134%1454.81%55968136
MatchCellar-impossible,instance_07-ground,POPF,,,false,134,|Warnings encountered when parsing Domain/Problem File ----------------------------------------------------- The supplied domain/problem file appear to violate part of the PDDL language specification. Specifically: Errors: 0, warnings: 132 ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 29: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 30: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 39: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 44: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 45: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 54: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 59: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 60: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 69: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 74: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 75: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 84: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 89: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 90: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 102: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 107: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 108: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 120: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 125: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 126: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 138: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 143: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 144: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 156: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 161: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 162: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 174: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 179: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 180: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 192: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 197: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 198: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 210: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 215: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 216: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 228: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 233: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 234: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 246: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 251: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 252: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 264: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 269: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 270: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 282: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 287: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 288: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 300: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 305: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 306: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 318: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 323: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 324: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 336: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 341: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 342: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 354: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 359: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 360: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 372: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 377: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 378: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 390: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 395: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 396: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 408: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 413: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 414: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 426: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 431: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 432: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 444: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 449: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 450: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 462: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 467: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 468: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 480: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 485: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 486: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 498: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 503: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 504: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 516: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 521: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 522: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 534: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 539: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 540: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 552: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 557: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 558: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 570: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 575: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 576: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 588: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 593: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 594: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 606: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 611: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 612: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 624: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 629: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 630: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 642: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 647: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 648: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 660: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 665: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 666: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 678: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 683: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 684: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 696: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 701: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 702: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 714: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 719: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 720: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 732: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 737: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 738: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 750: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 755: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 756: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 768: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 773: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 774: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 786: Warning: Undeclared requirement :durative-actions ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 791: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 792: Warning: Undeclared requirement :duration-inequalities ./ground-pddl-problems/MatchCellar-impossible/instance_07_domain.pddl: line: 804: Warning: Undeclared requirement :durative-actions The planner will continue, but you may wish to fix your files accordingly Number of literals: 19 Constructing lookup tables: [10%] [20%] [30%] [40%] [50%] [60%] [70%] [80%] [90%] [100%] [110%] Post filtering unreachable actions: [10%] [20%] [30%] [40%] [50%] [60%] [70%] [80%] [90%] [100%] [110%] [01;34mNo analytic limits found, not considering limit effects of goal-only operators[00m 90% of the ground temporal actions in this problem are compression-safe Initial heuristic = 12.000 b (11.000 | 5.000)b (10.000 | 5.000)b (9.000 | 5.000)b (8.000 | 6.003)b (7.000 | 8.004)b (6.000 | 10.005)b (5.000 | 12.006)b (4.000 | 14.007)b (3.000 | 16.008) Resorting to best-first search b (11.000 | 5.000)b (10.000 | 5.000)b (9.000 | 5.000)b (8.000 | 6.003)b (7.000 | 8.004)b (6.000 | 10.005)b (5.000 | 12.006)b (4.000 | 14.007)b (3.000 | 16.008)terminate called after throwing an instance of 'std::bad_alloc' what(): std::bad_alloc
